# accelerometer data
# file: 'rgbd_dataset_freiburg1_360.bag'
# timestamp ax ay az
1305031786.852175 0.478957 8.800840 -4.358511
1305031786.853096 0.478957 8.800840 -4.358511
1305031786.856301 0.682514 8.872683 -4.358511
1305031786.857353 0.682514 8.872683 -4.358511
1305031786.860992 0.826201 8.776892 -4.454303
1305031786.861939 0.826201 8.776892 -4.454303
1305031786.863218 0.826201 8.776892 -4.454303
1305031786.864197 0.826201 8.776892 -4.454303
1305031786.867494 0.682514 8.776892 -4.358511
1305031786.868476 0.682514 8.776892 -4.358511
1305031786.872043 0.526853 8.824788 -4.358511
1305031786.873075 0.526853 8.824788 -4.358511
1305031786.876322 0.682514 8.776892 -4.166928
1305031786.877465 0.682514 8.776892 -4.166928
1305031786.880969 0.526853 8.824788 -4.166928
1305031786.881932 0.526853 8.824788 -4.166928
1305031786.883233 0.526853 8.824788 -4.166928
1305031786.884439 0.526853 8.824788 -4.166928
1305031786.887353 0.478957 8.872683 -4.023241
1305031786.888593 0.478957 8.872683 -4.023241
1305031786.892060 0.574749 8.776892 -3.987319
1305031786.893075 0.574749 8.776892 -3.987319
1305031786.896349 0.478957 8.752944 -4.262720
1305031786.897341 0.478957 8.752944 -4.262720
1305031786.898552 0.478957 8.752944 -4.262720
1305031786.899595 0.478957 8.752944 -4.262720
1305031786.903251 0.526853 8.776892 -4.166928
1305031786.904198 0.526853 8.776892 -4.166928
1305031786.907326 0.574749 8.800840 -4.166928
1305031786.908463 0.574749 8.800840 -4.166928
1305031786.912092 0.478957 8.968475 -3.975345
1305031786.913198 0.478957 8.968475 -3.975345
1305031786.916326 0.478957 8.968475 -4.166928
1305031786.917324 0.478957 8.968475 -4.166928
1305031786.920946 0.574749 8.872683 -4.071137
1305031786.922065 0.574749 8.872683 -4.071137
1305031786.923225 0.574749 8.872683 -4.071137
1305031786.924338 0.574749 8.872683 -4.071137
1305031786.927466 0.478957 8.968475 -4.166928
1305031786.928464 0.478957 8.968475 -4.166928
1305031786.932057 0.395140 8.968475 -4.071137
1305031786.933098 0.395140 8.968475 -4.071137
1305031786.936332 0.478957 9.112162 -3.951397
1305031786.937324 0.478957 9.112162 -3.951397
1305031786.940995 0.478957 9.160058 -3.927450
1305031786.941943 0.478957 9.160058 -3.927450
1305031786.943233 0.478957 9.160058 -3.927450
1305031786.944204 0.478957 9.160058 -3.927450
1305031786.947466 0.574749 9.160058 -3.975345
1305031786.948494 0.574749 9.160058 -3.975345
1305031786.952109 0.478957 9.160058 -3.975345
1305031786.953098 0.478957 9.160058 -3.975345
1305031786.956310 0.682514 9.160058 -4.346537
1305031786.957469 0.682514 9.160058 -4.346537
1305031786.960976 0.850149 9.136110 -4.346537
1305031786.961967 0.850149 9.136110 -4.346537
1305031786.963346 0.850149 9.136110 -4.346537
1305031786.964342 0.850149 9.136110 -4.346537
1305031786.967467 0.826201 9.136110 -3.975345
1305031786.968446 0.826201 9.136110 -3.975345
1305031786.972095 0.826201 9.112162 -4.023241
1305031786.973106 0.826201 9.112162 -4.023241
1305031786.976340 0.826201 8.968475 -3.975345
1305031786.977342 0.826201 8.968475 -3.975345
1305031786.978869 0.826201 8.968475 -3.975345
1305031786.982224 0.862123 8.968475 -4.166928
1305031786.983243 0.862123 8.968475 -4.166928
1305031786.986340 0.862123 8.776892 -4.023241
1305031786.987350 0.862123 8.776892 -4.023241
1305031786.991008 0.826201 8.824788 -4.071137
1305031786.991949 0.826201 8.824788 -4.071137
1305031786.993138 0.826201 8.824788 -4.071137
1305031786.996341 0.862123 8.800840 -4.310615
1305031786.997326 0.862123 8.800840 -4.310615
1305031787.000944 0.910019 8.776892 -4.071137
1305031787.002109 0.910019 8.776892 -4.071137
1305031787.003377 0.910019 8.776892 -4.071137
1305031787.004321 0.910019 8.776892 -4.071137
1305031787.007464 0.862123 8.776892 -4.166928
1305031787.008471 0.862123 8.776892 -4.166928
1305031787.012115 0.682514 8.776892 -4.023241
1305031787.013129 0.682514 8.776892 -4.023241
1305031787.016355 0.862123 8.968475 -3.975345
1305031787.017327 0.862123 8.968475 -3.975345
1305031787.021119 0.862123 8.968475 -4.358511
1305031787.022054 0.862123 8.968475 -4.358511
1305031787.023201 0.862123 8.968475 -4.358511
1305031787.024367 0.862123 8.968475 -4.358511
1305031787.027327 0.850149 8.968475 -4.406407
1305031787.028475 0.850149 8.968475 -4.406407
1305031787.031916 0.862123 8.968475 -4.550094
1305031787.033134 0.862123 8.968475 -4.550094
1305031787.036364 0.862123 9.148084 -4.550094
1305031787.037325 0.862123 9.148084 -4.550094
1305031787.038592 0.862123 9.148084 -4.550094
1305031787.039590 0.862123 9.148084 -4.550094
1305031787.043221 1.053706 8.968475 -4.789573
1305031787.044197 1.053706 8.968475 -4.789573
1305031787.047320 1.053706 8.872683 -4.741677
1305031787.048464 1.053706 8.872683 -4.741677
1305031787.052084 1.053706 9.064266 -4.693781
1305031787.053101 1.053706 9.064266 -4.693781
1305031787.056480 0.862123 9.064266 -4.550094
1305031787.057495 0.862123 9.064266 -4.550094
1305031787.058450 0.862123 9.064266 -4.550094
1305031787.062097 0.826201 8.968475 -4.741677
1305031787.063084 0.826201 8.968475 -4.741677
1305031787.066297 0.778306 8.968475 -4.358511
1305031787.067309 0.778306 8.968475 -4.358511
1305031787.071014 0.862123 8.968475 -4.358511
1305031787.071963 0.862123 8.968475 -4.358511
1305031787.073137 0.862123 8.968475 -4.358511
1305031787.076322 0.682514 9.112162 -4.071137
1305031787.077485 0.682514 9.112162 -4.071137
1305031787.080992 0.682514 9.160058 -3.783762
1305031787.082083 0.682514 9.160058 -3.783762
1305031787.083228 0.682514 9.160058 -3.783762
1305031787.084321 0.682514 9.160058 -3.783762
1305031787.087326 0.682514 8.968475 -3.687971
1305031787.088467 0.682514 8.968475 -3.687971
1305031787.091930 0.862123 8.776892 -3.592179
1305031787.093139 0.862123 8.776892 -3.592179
1305031787.096185 0.886071 8.800840 -3.592179
1305031787.097200 0.886071 8.800840 -3.592179
1305031787.098443 0.886071 8.800840 -3.592179
1305031787.099422 0.886071 8.800840 -3.592179
1305031787.103062 0.862123 8.776892 -3.783762
1305031787.104217 0.862123 8.776892 -3.783762
1305031787.107468 0.957915 8.681100 -3.783762
1305031787.108464 0.957915 8.681100 -3.783762
1305031787.112093 0.886071 8.585309 -3.927450
1305031787.113084 0.886071 8.585309 -3.927450
1305031787.116329 0.862123 8.776892 -3.783762
1305031787.117494 0.862123 8.776892 -3.783762
1305031787.121125 0.886071 8.764918 -3.975345
1305031787.122049 0.886071 8.764918 -3.975345
1305031787.123202 0.886071 8.764918 -3.975345
1305031787.124344 0.886071 8.764918 -3.975345
1305031787.127468 0.957915 8.776892 -3.783762
1305031787.128461 0.957915 8.776892 -3.783762
1305031787.132051 0.862123 8.776892 -3.640075
1305031787.133074 0.862123 8.776892 -3.640075
1305031787.136369 0.862123 8.776892 -3.592179
1305031787.137347 0.862123 8.776892 -3.592179
1305031787.140949 0.862123 8.968475 -3.592179
1305031787.141942 0.862123 8.968475 -3.592179
1305031787.143200 0.862123 8.968475 -3.592179
1305031787.144330 0.862123 8.968475 -3.592179
1305031787.147332 0.862123 8.824788 -3.400597
1305031787.148463 0.862123 8.824788 -3.400597
1305031787.151925 0.862123 9.064266 -3.400597
1305031787.153128 0.862123 9.064266 -3.400597
1305031787.156200 0.826201 9.160058 -3.400597
1305031787.157311 0.826201 9.160058 -3.400597
1305031787.158444 0.826201 9.160058 -3.400597
1305031787.159601 0.826201 9.160058 -3.400597
1305031787.163087 0.826201 9.255849 -3.304805
1305031787.164175 0.826201 9.255849 -3.304805
1305031787.167300 0.862123 9.207953 -3.232962
1305031787.168471 0.862123 9.207953 -3.232962
1305031787.171936 0.826201 9.351641 -3.209014
1305031787.173128 0.826201 9.351641 -3.209014
1305031787.176247 0.862123 9.351641 -3.209014
1305031787.177200 0.862123 9.351641 -3.209014
1305031787.178473 0.862123 9.351641 -3.209014
1305031787.179447 0.862123 9.351641 -3.209014
1305031787.183077 0.850149 9.351641 -3.017431
1305031787.184215 0.850149 9.351641 -3.017431
1305031787.187494 0.862123 9.255849 -3.209014
1305031787.188468 0.862123 9.255849 -3.209014
1305031787.192114 0.910019 9.184006 -3.017431
1305031787.193098 0.910019 9.184006 -3.017431
1305031787.196335 0.778306 9.351641 -2.801900
1305031787.197478 0.778306 9.351641 -2.801900
1305031787.200926 0.682514 9.351641 -2.634265
1305031787.202033 0.682514 9.351641 -2.634265
1305031787.203214 0.682514 9.351641 -2.634265
1305031787.204374 0.682514 9.351641 -2.634265
1305031787.207475 0.826201 9.160058 -2.837822
1305031787.208449 0.826201 9.160058 -2.837822
1305031787.212093 0.574749 9.160058 -2.538474
1305031787.213074 0.574749 9.160058 -2.538474
1305031787.216371 0.682514 9.160058 -2.634265
1305031787.217353 0.682514 9.160058 -2.634265
1305031787.220962 0.826201 9.160058 -2.634265
1305031787.221915 0.826201 9.160058 -2.634265
1305031787.223217 0.826201 9.160058 -2.634265
1305031787.224198 0.826201 9.160058 -2.634265
1305031787.227364 0.574749 9.160058 -2.634265
1305031787.228447 0.574749 9.160058 -2.634265
1305031787.232048 0.682514 9.160058 -2.730056
1305031787.233078 0.682514 9.160058 -2.730056
1305031787.236327 0.478957 9.160058 -2.634265
1305031787.237464 0.478957 9.160058 -2.634265
1305031787.240956 0.574749 9.160058 -2.634265
1305031787.241926 0.574749 9.160058 -2.634265
1305031787.243217 0.574749 9.160058 -2.634265
1305031787.244379 0.574749 9.160058 -2.634265
1305031787.247482 0.466983 9.351641 -2.634265
1305031787.248455 0.466983 9.351641 -2.634265
1305031787.252150 0.478957 9.495328 -2.538474
1305031787.253075 0.478957 9.495328 -2.538474
1305031787.256383 0.574749 9.519276 -2.825848
1305031787.257325 0.574749 9.519276 -2.825848
1305031787.261018 0.526853 9.543224 -2.921639
1305031787.261995 0.526853 9.543224 -2.921639
1305031787.263180 0.526853 9.543224 -2.921639
1305031787.264183 0.526853 9.543224 -2.921639
1305031787.267321 0.574749 9.543224 -2.921639
1305031787.268472 0.574749 9.543224 -2.921639
1305031787.272085 0.574749 9.878494 -2.825848
1305031787.273121 0.574749 9.878494 -2.825848
1305031787.276364 0.574749 9.914415 -2.825848
1305031787.277335 0.574749 9.914415 -2.825848
1305031787.280993 0.478957 9.734806 -2.825848
1305031787.281923 0.478957 9.734806 -2.825848
1305031787.283216 0.478957 9.734806 -2.825848
1305031787.284197 0.478957 9.734806 -2.825848
1305031787.287329 0.287374 9.734806 -2.825848
1305031787.288459 0.287374 9.734806 -2.825848
1305031787.291919 0.478957 9.639015 -2.538474
1305031787.292989 0.478957 9.639015 -2.538474
1305031787.296342 0.478957 9.639015 -2.394786
1305031787.297328 0.478957 9.639015 -2.394786
1305031787.298429 0.478957 9.639015 -2.394786
1305031787.299551 0.478957 9.639015 -2.394786
1305031787.303056 0.478957 9.639015 -2.083464
1305031787.304217 0.478957 9.639015 -2.083464
1305031787.307358 0.478957 9.734806 -2.251099
1305031787.308462 0.478957 9.734806 -2.251099
1305031787.312059 0.466983 9.639015 -2.251099
1305031787.313200 0.466983 9.639015 -2.251099
1305031787.316345 0.395140 9.567171 -2.251099
1305031787.317348 0.395140 9.567171 -2.251099
1305031787.320978 0.287374 9.543224 -2.011621
1305031787.321937 0.287374 9.543224 -2.011621
1305031787.323202 0.287374 9.543224 -2.011621
1305031787.324316 0.287374 9.543224 -2.011621
1305031787.327345 0.287374 9.543224 -2.059516
1305031787.328477 0.287374 9.543224 -2.059516
1305031787.332089 0.191583 9.543224 -1.867933
1305031787.333072 0.191583 9.543224 -1.867933
1305031787.336384 0.191583 9.591119 -1.676350
1305031787.337296 0.191583 9.591119 -1.676350
1305031787.338804 0.191583 9.591119 -1.676350
1305031787.339923 0.191583 9.591119 -1.676350
1305031787.343181 0.478957 9.543224 -1.676350
1305031787.344172 0.478957 9.543224 -1.676350
1305031787.347298 0.478957 9.519276 -1.580559
1305031787.348427 0.478957 9.519276 -1.580559
1305031787.352055 0.443035 9.351641 -1.388976
1305031787.353099 0.443035 9.351641 -1.388976
1305031787.356343 0.478957 9.447432 -1.484768
1305031787.357328 0.478957 9.447432 -1.484768
1305031787.358601 0.478957 9.447432 -1.484768
1305031787.359929 0.478957 9.447432 -1.484768
1305031787.363189 0.478957 9.184006 -1.580559
1305031787.364203 0.478957 9.184006 -1.580559
1305031787.367316 0.478957 9.172032 -1.676350
1305031787.368469 0.478957 9.172032 -1.676350
1305031787.371922 0.778306 9.160058 -1.724246
1305031787.373120 0.778306 9.160058 -1.724246
1305031787.376372 0.526853 9.160058 -1.963725
1305031787.377347 0.526853 9.160058 -1.963725
1305031787.378594 0.526853 9.160058 -1.963725
1305031787.379576 0.526853 9.160058 -1.963725
1305031787.383072 0.478957 8.968475 -1.867933
1305031787.384213 0.478957 8.968475 -1.867933
1305031787.387475 0.574749 8.776892 -2.059516
1305031787.388474 0.574749 8.776892 -2.059516
1305031787.392079 0.574749 8.752944 -2.155308
1305031787.393093 0.574749 8.752944 -2.155308
1305031787.396341 0.502905 8.776892 -2.059516
1305031787.397349 0.502905 8.776892 -2.059516
1305031787.400931 0.526853 8.752944 -2.059516
1305031787.402014 0.526853 8.752944 -2.059516
1305031787.403143 0.526853 8.752944 -2.059516
1305031787.404199 0.526853 8.752944 -2.059516
1305031787.407341 0.526853 8.776892 -2.059516
1305031787.408464 0.526853 8.776892 -2.059516
1305031787.411938 0.682514 8.681100 -2.155308
1305031787.413130 0.682514 8.681100 -2.155308
1305031787.416377 0.478957 8.585309 -2.059516
1305031787.417344 0.478957 8.585309 -2.059516
1305031787.418804 0.478957 8.585309 -2.059516
1305031787.419933 0.478957 8.585309 -2.059516
1305031787.423225 0.478957 8.441622 -1.963725
1305031787.424306 0.478957 8.441622 -1.963725
1305031787.427458 0.682514 8.393726 -2.107412
1305031787.428463 0.682514 8.393726 -2.107412
1305031787.432059 0.478957 8.369778 -2.011621
1305031787.433064 0.478957 8.369778 -2.011621
1305031787.436353 0.526853 8.393726 -2.059516
1305031787.437348 0.526853 8.393726 -2.059516
1305031787.440990 0.682514 8.297935 -2.251099
1305031787.441918 0.682514 8.297935 -2.251099
1305031787.443200 0.682514 8.297935 -2.251099
1305031787.444344 0.682514 8.297935 -2.251099
1305031787.447325 0.682514 8.202143 -2.251099
1305031787.448469 0.682514 8.202143 -2.251099
1305031787.452075 0.778306 8.010560 -2.394786
1305031787.453094 0.778306 8.010560 -2.394786
1305031787.456374 0.778306 8.010560 -2.394786
1305031787.457348 0.778306 8.010560 -2.394786
1305031787.458870 0.778306 8.010560 -2.394786
1305031787.459935 0.778306 8.010560 -2.394786
1305031787.463187 0.682514 7.962665 -2.251099
1305031787.464184 0.682514 7.962665 -2.251099
1305031787.467334 0.862123 7.914769 -2.155308
1305031787.468436 0.862123 7.914769 -2.155308
1305031787.472093 0.862123 7.818977 -2.251099
1305031787.473073 0.862123 7.818977 -2.251099
1305031787.476307 0.862123 8.010560 -2.346891
1305031787.477378 0.862123 8.010560 -2.346891
1305031787.478603 0.862123 8.010560 -2.346891
1305031787.479635 0.862123 8.010560 -2.346891
1305031787.483223 0.874097 7.914769 -2.155308
1305031787.484216 0.874097 7.914769 -2.155308
1305031787.487500 0.850149 7.818977 -2.047542
1305031787.488463 0.850149 7.818977 -2.047542
1305031787.492070 0.862123 7.962665 -2.251099
1305031787.493089 0.862123 7.962665 -2.251099
1305031787.496339 0.862123 7.914769 -2.251099
1305031787.497353 0.862123 7.914769 -2.251099
1305031787.500932 0.682514 7.914769 -1.867933
1305031787.502054 0.682514 7.914769 -1.867933
1305031787.503176 0.682514 7.914769 -1.867933
1305031787.504345 0.682514 7.914769 -1.867933
1305031787.507353 0.862123 7.818977 -2.011621
1305031787.508444 0.862123 7.818977 -2.011621
1305031787.512093 0.862123 8.010560 -1.867933
1305031787.513087 0.862123 8.010560 -1.867933
1305031787.516337 0.862123 8.010560 -1.772142
1305031787.517338 0.862123 8.010560 -1.772142
1305031787.518868 0.862123 8.010560 -1.772142
1305031787.519934 0.862123 8.010560 -1.772142
1305031787.523186 0.778306 8.010560 -1.772142
1305031787.524174 0.778306 8.010560 -1.772142
1305031787.527356 0.778306 7.962665 -1.772142
1305031787.528421 0.778306 7.962665 -1.772142
1305031787.531916 0.682514 7.998586 -1.772142
1305031787.532922 0.682514 7.998586 -1.772142
1305031787.536328 0.862123 7.986612 -1.867933
1305031787.537337 0.862123 7.986612 -1.867933
1305031787.538603 0.862123 7.986612 -1.867933
1305031787.539596 0.862123 7.986612 -1.867933
1305031787.543075 0.778306 7.914769 -1.676350
1305031787.544211 0.778306 7.914769 -1.676350
1305031787.547324 0.574749 7.962665 -1.628455
1305031787.548467 0.574749 7.962665 -1.628455
1305031787.552071 0.682514 7.914769 -1.676350
1305031787.553060 0.682514 7.914769 -1.676350
1305031787.556383 0.682514 7.962665 -1.484768
1305031787.557382 0.682514 7.962665 -1.484768
1305031787.558594 0.682514 7.962665 -1.484768
1305031787.559578 0.682514 7.962665 -1.484768
1305031787.563049 0.478957 7.962665 -1.580559
1305031787.564173 0.478957 7.962665 -1.580559
1305031787.567305 0.478957 7.986612 -1.772142
1305031787.568462 0.478957 7.986612 -1.772142
1305031787.572061 0.574749 8.010560 -2.071490
1305031787.573077 0.574749 8.010560 -2.071490
1305031787.576356 0.395140 8.010560 -2.059516
