# color images
# file: 'rgbd_dataset_freiburg3_cabinet.bag'
# timestamp filename
1341841278.842669 rgb/1341841278.842669.png
1341841278.875262 rgb/1341841278.875262.png
1341841278.906584 rgb/1341841278.906584.png
1341841278.942692 rgb/1341841278.942692.png
1341841278.974624 rgb/1341841278.974624.png
1341841279.010805 rgb/1341841279.010805.png
1341841279.042520 rgb/1341841279.042520.png
1341841279.074531 rgb/1341841279.074531.png
1341841279.110964 rgb/1341841279.110964.png
1341841279.142623 rgb/1341841279.142623.png
1341841279.178574 rgb/1341841279.178574.png
1341841279.210829 rgb/1341841279.210829.png
1341841279.242661 rgb/1341841279.242661.png
1341841279.278670 rgb/1341841279.278670.png
1341841279.311288 rgb/1341841279.311288.png
1341841279.342740 rgb/1341841279.342740.png
1341841279.378491 rgb/1341841279.378491.png
1341841279.410869 rgb/1341841279.410869.png
1341841279.446607 rgb/1341841279.446607.png
1341841279.478507 rgb/1341841279.478507.png
1341841279.510715 rgb/1341841279.510715.png
1341841279.546720 rgb/1341841279.546720.png
1341841279.578739 rgb/1341841279.578739.png
1341841279.610885 rgb/1341841279.610885.png
1341841279.646536 rgb/1341841279.646536.png
1341841279.679183 rgb/1341841279.679183.png
1341841279.714518 rgb/1341841279.714518.png
1341841279.746633 rgb/1341841279.746633.png
1341841279.778544 rgb/1341841279.778544.png
1341841279.815171 rgb/1341841279.815171.png
1341841279.846578 rgb/1341841279.846578.png
1341841279.878582 rgb/1341841279.878582.png
1341841279.914636 rgb/1341841279.914636.png
1341841279.946513 rgb/1341841279.946513.png
1341841279.982535 rgb/1341841279.982535.png
1341841280.014518 rgb/1341841280.014518.png
1341841280.046570 rgb/1341841280.046570.png
1341841280.082598 rgb/1341841280.082598.png
1341841280.114558 rgb/1341841280.114558.png
1341841280.150571 rgb/1341841280.150571.png
1341841280.182505 rgb/1341841280.182505.png
1341841280.214985 rgb/1341841280.214985.png
1341841280.250578 rgb/1341841280.250578.png
1341841280.282517 rgb/1341841280.282517.png
1341841280.314599 rgb/1341841280.314599.png
1341841280.350640 rgb/1341841280.350640.png
1341841280.382751 rgb/1341841280.382751.png
1341841280.418543 rgb/1341841280.418543.png
1341841280.450710 rgb/1341841280.450710.png
1341841280.482652 rgb/1341841280.482652.png
1341841280.518665 rgb/1341841280.518665.png
1341841280.550805 rgb/1341841280.550805.png
1341841280.582533 rgb/1341841280.582533.png
1341841280.618525 rgb/1341841280.618525.png
1341841280.650755 rgb/1341841280.650755.png
1341841280.686581 rgb/1341841280.686581.png
1341841280.718584 rgb/1341841280.718584.png
1341841280.750895 rgb/1341841280.750895.png
1341841280.786631 rgb/1341841280.786631.png
1341841280.818522 rgb/1341841280.818522.png
1341841280.850748 rgb/1341841280.850748.png
1341841280.918783 rgb/1341841280.918783.png
1341841280.954499 rgb/1341841280.954499.png
1341841280.986680 rgb/1341841280.986680.png
1341841281.018569 rgb/1341841281.018569.png
1341841281.054516 rgb/1341841281.054516.png
1341841281.086581 rgb/1341841281.086581.png
1341841281.119428 rgb/1341841281.119428.png
1341841281.154471 rgb/1341841281.154471.png
1341841281.186591 rgb/1341841281.186591.png
1341841281.222516 rgb/1341841281.222516.png
1341841281.254561 rgb/1341841281.254561.png
1341841281.286498 rgb/1341841281.286498.png
1341841281.322430 rgb/1341841281.322430.png
1341841281.354517 rgb/1341841281.354517.png
1341841281.390580 rgb/1341841281.390580.png
1341841281.422638 rgb/1341841281.422638.png
1341841281.454690 rgb/1341841281.454690.png
1341841281.490694 rgb/1341841281.490694.png
1341841281.522592 rgb/1341841281.522592.png
1341841281.554626 rgb/1341841281.554626.png
1341841281.590621 rgb/1341841281.590621.png
1341841281.622633 rgb/1341841281.622633.png
1341841281.658431 rgb/1341841281.658431.png
1341841281.690547 rgb/1341841281.690547.png
1341841281.722562 rgb/1341841281.722562.png
1341841281.758477 rgb/1341841281.758477.png
1341841281.790551 rgb/1341841281.790551.png
1341841281.822635 rgb/1341841281.822635.png
1341841281.858608 rgb/1341841281.858608.png
1341841281.890544 rgb/1341841281.890544.png
1341841281.926622 rgb/1341841281.926622.png
1341841281.958532 rgb/1341841281.958532.png
1341841281.990574 rgb/1341841281.990574.png
1341841282.026567 rgb/1341841282.026567.png
1341841282.058667 rgb/1341841282.058667.png
1341841282.090707 rgb/1341841282.090707.png
1341841282.126464 rgb/1341841282.126464.png
1341841282.158700 rgb/1341841282.158700.png
1341841282.194587 rgb/1341841282.194587.png
1341841282.226470 rgb/1341841282.226470.png
1341841282.258680 rgb/1341841282.258680.png
1341841282.301701 rgb/1341841282.301701.png
1341841282.333558 rgb/1341841282.333558.png
1341841282.365881 rgb/1341841282.365881.png
1341841282.401834 rgb/1341841282.401834.png
1341841282.433553 rgb/1341841282.433553.png
1341841282.470381 rgb/1341841282.470381.png
1341841282.501615 rgb/1341841282.501615.png
1341841282.533615 rgb/1341841282.533615.png
1341841282.569551 rgb/1341841282.569551.png
1341841282.594626 rgb/1341841282.594626.png
1341841282.630629 rgb/1341841282.630629.png
1341841282.662583 rgb/1341841282.662583.png
1341841282.694561 rgb/1341841282.694561.png
1341841282.730734 rgb/1341841282.730734.png
1341841282.762542 rgb/1341841282.762542.png
1341841282.794680 rgb/1341841282.794680.png
1341841282.831319 rgb/1341841282.831319.png
1341841282.862523 rgb/1341841282.862523.png
1341841282.898653 rgb/1341841282.898653.png
1341841282.930493 rgb/1341841282.930493.png
1341841282.962840 rgb/1341841282.962840.png
1341841282.998592 rgb/1341841282.998592.png
1341841283.030548 rgb/1341841283.030548.png
1341841283.062478 rgb/1341841283.062478.png
1341841283.098537 rgb/1341841283.098537.png
1341841283.130473 rgb/1341841283.130473.png
1341841283.166500 rgb/1341841283.166500.png
1341841283.198623 rgb/1341841283.198623.png
1341841283.230748 rgb/1341841283.230748.png
1341841283.266488 rgb/1341841283.266488.png
1341841283.298542 rgb/1341841283.298542.png
1341841283.330613 rgb/1341841283.330613.png
1341841283.366682 rgb/1341841283.366682.png
