# depth maps
# file: 'rgbd_dataset_freiburg3_cabinet.bag'
# timestamp filename
1341841278.842683 depth/1341841278.842683.png
1341841278.876042 depth/1341841278.876042.png
1341841278.906623 depth/1341841278.906623.png
1341841278.942704 depth/1341841278.942704.png
1341841278.974641 depth/1341841278.974641.png
1341841279.010820 depth/1341841279.010820.png
1341841279.042545 depth/1341841279.042545.png
1341841279.074569 depth/1341841279.074569.png
1341841279.110985 depth/1341841279.110985.png
1341841279.142641 depth/1341841279.142641.png
1341841279.178586 depth/1341841279.178586.png
1341841279.210848 depth/1341841279.210848.png
1341841279.243852 depth/1341841279.243852.png
1341841279.279143 depth/1341841279.279143.png
1341841279.311330 depth/1341841279.311330.png
1341841279.342779 depth/1341841279.342779.png
1341841279.378516 depth/1341841279.378516.png
1341841279.410911 depth/1341841279.410911.png
1341841279.446639 depth/1341841279.446639.png
1341841279.478545 depth/1341841279.478545.png
1341841279.510727 depth/1341841279.510727.png
1341841279.546742 depth/1341841279.546742.png
1341841279.578753 depth/1341841279.578753.png
1341841279.610902 depth/1341841279.610902.png
1341841279.646552 depth/1341841279.646552.png
1341841279.679199 depth/1341841279.679199.png
1341841279.714545 depth/1341841279.714545.png
1341841279.747241 depth/1341841279.747241.png
1341841279.779240 depth/1341841279.779240.png
1341841279.815189 depth/1341841279.815189.png
1341841279.846590 depth/1341841279.846590.png
1341841279.878626 depth/1341841279.878626.png
1341841279.914651 depth/1341841279.914651.png
1341841279.946524 depth/1341841279.946524.png
1341841279.983054 depth/1341841279.983054.png
1341841280.014542 depth/1341841280.014542.png
1341841280.046582 depth/1341841280.046582.png
1341841280.083238 depth/1341841280.083238.png
1341841280.114567 depth/1341841280.114567.png
1341841280.152017 depth/1341841280.152017.png
1341841280.182564 depth/1341841280.182564.png
1341841280.214996 depth/1341841280.214996.png
1341841280.250591 depth/1341841280.250591.png
1341841280.282548 depth/1341841280.282548.png
1341841280.314655 depth/1341841280.314655.png
1341841280.350652 depth/1341841280.350652.png
1341841280.383252 depth/1341841280.383252.png
1341841280.419567 depth/1341841280.419567.png
1341841280.450729 depth/1341841280.450729.png
1341841280.482668 depth/1341841280.482668.png
1341841280.518683 depth/1341841280.518683.png
1341841280.550831 depth/1341841280.550831.png
1341841280.582564 depth/1341841280.582564.png
1341841280.618556 depth/1341841280.618556.png
1341841280.651402 depth/1341841280.651402.png
1341841280.686593 depth/1341841280.686593.png
1341841280.718596 depth/1341841280.718596.png
1341841280.751551 depth/1341841280.751551.png
1341841280.786639 depth/1341841280.786639.png
1341841280.818531 depth/1341841280.818531.png
1341841280.850776 depth/1341841280.850776.png
1341841280.918797 depth/1341841280.918797.png
1341841280.954545 depth/1341841280.954545.png
1341841280.986691 depth/1341841280.986691.png
1341841281.018606 depth/1341841281.018606.png
1341841281.054731 depth/1341841281.054731.png
1341841281.086591 depth/1341841281.086591.png
1341841281.119525 depth/1341841281.119525.png
1341841281.154485 depth/1341841281.154485.png
1341841281.186614 depth/1341841281.186614.png
1341841281.222529 depth/1341841281.222529.png
1341841281.254568 depth/1341841281.254568.png
1341841281.286510 depth/1341841281.286510.png
1341841281.322444 depth/1341841281.322444.png
1341841281.354527 depth/1341841281.354527.png
1341841281.390595 depth/1341841281.390595.png
1341841281.423263 depth/1341841281.423263.png
1341841281.455030 depth/1341841281.455030.png
1341841281.490716 depth/1341841281.490716.png
1341841281.522784 depth/1341841281.522784.png
1341841281.554654 depth/1341841281.554654.png
1341841281.590644 depth/1341841281.590644.png
1341841281.622658 depth/1341841281.622658.png
1341841281.658465 depth/1341841281.658465.png
1341841281.690556 depth/1341841281.690556.png
1341841281.722601 depth/1341841281.722601.png
1341841281.758494 depth/1341841281.758494.png
1341841281.790568 depth/1341841281.790568.png
1341841281.822663 depth/1341841281.822663.png
1341841281.858638 depth/1341841281.858638.png
1341841281.890569 depth/1341841281.890569.png
1341841281.926648 depth/1341841281.926648.png
1341841281.958754 depth/1341841281.958754.png
1341841281.990628 depth/1341841281.990628.png
1341841282.026595 depth/1341841282.026595.png
1341841282.058689 depth/1341841282.058689.png
1341841282.090717 depth/1341841282.090717.png
1341841282.126518 depth/1341841282.126518.png
1341841282.158803 depth/1341841282.158803.png
1341841282.194606 depth/1341841282.194606.png
1341841282.226492 depth/1341841282.226492.png
1341841282.258697 depth/1341841282.258697.png
1341841282.294622 depth/1341841282.294622.png
1341841282.301721 depth/1341841282.301721.png
1341841282.333585 depth/1341841282.333585.png
1341841282.365907 depth/1341841282.365907.png
1341841282.401857 depth/1341841282.401857.png
1341841282.433584 depth/1341841282.433584.png
1341841282.470449 depth/1341841282.470449.png
1341841282.501631 depth/1341841282.501631.png
1341841282.533625 depth/1341841282.533625.png
1341841282.594645 depth/1341841282.594645.png
1341841282.630639 depth/1341841282.630639.png
1341841282.662601 depth/1341841282.662601.png
1341841282.694615 depth/1341841282.694615.png
1341841282.730755 depth/1341841282.730755.png
1341841282.762559 depth/1341841282.762559.png
1341841282.794699 depth/1341841282.794699.png
1341841282.831327 depth/1341841282.831327.png
1341841282.862542 depth/1341841282.862542.png
1341841282.898667 depth/1341841282.898667.png
1341841282.930759 depth/1341841282.930759.png
1341841282.962859 depth/1341841282.962859.png
1341841282.998601 depth/1341841282.998601.png
1341841283.030557 depth/1341841283.030557.png
1341841283.062487 depth/1341841283.062487.png
1341841283.098545 depth/1341841283.098545.png
1341841283.130490 depth/1341841283.130490.png
1341841283.166562 depth/1341841283.166562.png
1341841283.198642 depth/1341841283.198642.png
1341841283.230781 depth/1341841283.230781.png
1341841283.266546 depth/1341841283.266546.png
1341841283.298580 depth/1341841283.298580.png
1341841283.331588 depth/1341841283.331588.png
1341841283.366701 depth/1341841283.366701.png
1341841283.398551 depth/1341841283.398551.png
1341841283.434710 depth/1341841283.434710.png
1341841283.466501 depth/1341841283.466501.png
1341841283.498670 depth/1341841283.498670.png
1341841283.534579 depth/1341841283.534579.png
1341841283.566595 depth/1341841283.566595.png
1341841283.602665 depth/1341841283.602665.png
1341841283.635121 depth/1341841283.635121.png
1341841283.666686 depth/1341841283.666686.png
1341841283.702737 depth/1341841283.702737.png
1341841283.734463 depth/1341841283.734463.png
1341841283.766752 depth/1341841283.766752.png
1341841283.802583 depth/1341841283.802583.png
1341841283.834632 depth/1341841283.834632.png
1341841283.870660 depth/1341841283.870660.png
1341841283.902870 depth/1341841283.902870.png
1341841283.935708 depth/1341841283.935708.png
1341841283.970680 depth/1341841283.970680.png
1341841284.002656 depth/1341841284.002656.png
1341841284.034683 depth/1341841284.034683.png
1341841284.070690 depth/1341841284.070690.png
