# accelerometer data
# file: 'rgbd_dataset_freiburg1_rpy.bag'
# timestamp ax ay az
1305031225.727159 0.682514 7.818977 -5.603800
1305031225.730643 0.778306 7.818977 -5.603800
1305031225.731785 0.778306 7.818977 -5.603800
1305031225.735073 0.526853 7.914769 -5.699591
1305031225.736106 0.526853 7.914769 -5.699591
1305031225.737283 0.526853 7.914769 -5.699591
1305031225.738488 0.526853 7.914769 -5.699591
1305031225.741911 0.682514 7.723186 -5.508009
1305031225.742902 0.682514 7.723186 -5.508009
1305031225.746160 0.526853 7.723186 -5.316426
1305031225.747288 0.526853 7.723186 -5.316426
1305031225.750816 0.682514 7.675290 -5.603800
1305031225.751808 0.682514 7.675290 -5.603800
1305031225.755036 0.574749 7.639368 -5.508009
1305031225.756157 0.574749 7.639368 -5.508009
1305031225.759663 0.478957 7.818977 -5.555904
1305031225.760618 0.478957 7.818977 -5.555904
1305031225.761998 0.478957 7.818977 -5.555904
1305031225.763078 0.478957 7.818977 -5.555904
1305031225.766167 0.478957 7.818977 -5.496035
1305031225.767165 0.478957 7.818977 -5.496035
1305031225.770785 0.682514 7.675290 -5.412217
1305031225.771789 0.682514 7.675290 -5.412217
1305031225.775034 0.778306 7.818977 -5.699591
1305031225.776037 0.778306 7.818977 -5.699591
1305031225.777140 0.778306 7.818977 -5.699591
1305031225.778489 0.778306 7.818977 -5.699591
1305031225.781909 0.682514 7.651342 -5.531956
1305031225.782891 0.682514 7.651342 -5.531956
1305031225.786151 0.778306 7.627394 -5.795383
1305031225.789626 0.682514 7.639368 -5.603800
1305031225.790643 0.682514 7.639368 -5.603800
1305031225.791892 0.682514 7.639368 -5.603800
1305031225.792894 0.682514 7.639368 -5.603800
1305031225.796162 0.778306 7.579499 -5.795383
1305031225.797162 0.778306 7.579499 -5.795383
1305031225.800622 0.478957 7.675290 -5.699591
1305031225.801789 0.478957 7.675290 -5.699591
1305031225.805051 0.682514 7.723186 -5.891174
1305031225.806017 0.682514 7.723186 -5.891174
1305031225.809660 0.574749 7.651342 -5.986966
1305031225.810671 0.574749 7.651342 -5.986966
1305031225.811899 0.574749 7.651342 -5.986966
1305031225.812891 0.574749 7.651342 -5.986966
1305031225.816019 0.490931 7.627394 -5.986966
1305031225.817159 0.490931 7.627394 -5.986966
1305031225.820646 0.526853 7.627394 -5.843279
1305031225.821774 0.526853 7.627394 -5.843279
1305031225.824935 0.682514 7.651342 -5.603800
1305031225.826036 0.682514 7.651342 -5.603800
1305031225.827291 0.682514 7.651342 -5.603800
1305031225.828290 0.682514 7.651342 -5.603800
1305031225.831770 0.682514 7.627394 -5.699591
1305031225.832907 0.682514 7.627394 -5.699591
1305031225.836300 0.574749 7.627394 -5.508009
1305031225.837579 0.574749 7.627394 -5.508009
1305031225.838643 0.574749 7.627394 -5.508009
1305031225.841927 0.490931 7.627394 -5.124843
1305031225.842880 0.490931 7.627394 -5.124843
1305031225.846203 0.478957 7.627394 -5.124843
1305031225.847160 0.478957 7.627394 -5.124843
1305031225.850797 0.478957 7.435812 -5.076947
1305031225.851821 0.478957 7.435812 -5.076947
1305031225.855023 0.287374 7.603447 -4.789573
1305031225.856061 0.287374 7.603447 -4.789573
1305031225.859787 0.443035 7.627394 -4.550094
1305031225.860887 0.443035 7.627394 -4.550094
1305031225.862043 0.443035 7.627394 -4.550094
1305031225.863017 0.443035 7.627394 -4.550094
1305031225.866162 0.478957 7.639368 -4.454303
1305031225.867159 0.478957 7.639368 -4.454303
1305031225.870825 0.478957 7.627394 -4.358511
1305031225.871816 0.478957 7.627394 -4.358511
1305031225.875040 0.478957 7.627394 -4.358511
1305031225.876021 0.478957 7.627394 -4.358511
1305031225.879643 0.287374 7.627394 -4.166928
1305031225.880669 0.287374 7.627394 -4.166928
1305031225.882047 0.287374 7.627394 -4.166928
1305031225.883044 0.287374 7.627394 -4.166928
1305031225.886189 0.395140 7.627394 -4.334563
1305031225.887161 0.395140 7.627394 -4.334563
1305031225.890622 0.395140 7.675290 -4.310615
1305031225.891630 0.395140 7.675290 -4.310615
1305031225.895036 0.478957 7.627394 -4.550094
1305031225.896065 0.478957 7.627394 -4.550094
1305031225.897332 0.478957 7.627394 -4.550094
1305031225.898634 0.478957 7.627394 -4.550094
1305031225.901924 0.395140 7.603447 -4.741677
1305031225.903035 0.395140 7.603447 -4.741677
1305031225.906163 0.287374 7.627394 -4.741677
1305031225.907171 0.287374 7.627394 -4.741677
1305031225.910786 0.287374 7.435812 -4.789573
1305031225.911796 0.287374 7.435812 -4.789573
1305031225.915168 0.143687 7.340020 -5.148791
1305031225.916163 0.143687 7.340020 -5.148791
1305031225.919755 0.287374 7.244229 -5.508009
1305031225.920739 0.287374 7.244229 -5.508009
1305031225.921992 0.287374 7.244229 -5.508009
1305031225.923119 0.287374 7.244229 -5.508009
1305031225.926160 0.107765 7.292124 -5.699591
1305031225.927159 0.107765 7.292124 -5.699591
1305031225.930776 0.095791 7.340020 -5.891174
1305031225.931773 0.095791 7.340020 -5.891174
1305031225.934869 0.011974 7.340020 -6.082757
1305031225.936086 0.011974 7.340020 -6.082757
1305031225.937280 0.011974 7.340020 -6.082757
1305031225.938622 0.011974 7.340020 -6.082757
1305031225.941914 -0.083818 7.340020 -6.178549
1305031225.942897 -0.083818 7.340020 -6.178549
1305031225.946197 -0.371192 7.531603 -5.891174
1305031225.947142 -0.371192 7.531603 -5.891174
1305031225.950767 -0.263426 7.615421 -6.250392
1305031225.951949 -0.263426 7.615421 -6.250392
1305031225.955005 -0.275400 7.627394 -5.903148
1305031225.956123 -0.275400 7.627394 -5.903148
1305031225.959620 -0.275400 7.818977 -6.082757
1305031225.960738 -0.275400 7.818977 -6.082757
1305031225.962043 -0.275400 7.818977 -6.082757
1305031225.963037 -0.275400 7.818977 -6.082757
1305031225.966161 -0.323296 8.010560 -5.939070
1305031225.967144 -0.323296 8.010560 -5.939070
1305031225.970767 -0.287374 7.914769 -5.891174
1305031225.971791 -0.287374 7.914769 -5.891174
1305031225.975023 -0.574749 8.010560 -5.795383
1305031225.976019 -0.574749 8.010560 -5.795383
1305031225.979657 -0.658566 8.010560 -5.603800
1305031225.980629 -0.658566 8.010560 -5.603800
1305031225.981899 -0.658566 8.010560 -5.603800
1305031225.983035 -0.658566 8.010560 -5.603800
1305031225.986148 -0.622644 7.914769 -5.986966
1305031225.987118 -0.622644 7.914769 -5.986966
